Position,Track Name,Artist,Streams,URL,Week Start Date,Week End Date,Acousticness,Album,Danceability,Duration (ms),Energy,Explicit,Image,Instrumentalness,Key,Liveness,Loudness,Mode,Popularity,Speechiness,Tempo,Time Signature,Valence
37,I Get The Bag (feat. Migos),Gucci Mane,3745195,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0,2018-01-19,2018-01-26,0.0232,Mr. Davis,0.89,233087,0.633,True,https://i.scdn.co/image/55823eb40a5a6293320d1a9411306254c5e1c90e,0.000343,11,0.0993,-5.475,1,78,0.168,139.948,4,0.425
38,Nowadays (feat. Landon Cube),Lil Skies,3731372,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp,2018-01-19,2018-01-26,0.157,Life of a Dark Rose,0.745,203908,0.646,True,https://i.scdn.co/image/e5eea949b07222706328ba45f8fa495e0cac94ef,0.0,6,0.338,-6.987,0,76,0.17,79.993,4,0.46
39,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,3591262,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH,2018-01-19,2018-01-26,0.000874,"King's Dead (with Kendrick Lamar, Future & James Blake)",0.563,229670,0.717,True,https://i.scdn.co/image/d4a6afd50c327f549dda2e112985ee233f5bd908,0.0,1,0.183,-5.186,1,78,0.337,82.064,4,0.427
40,Mine,Bazzi,3578060,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M,2018-01-19,2018-01-26,0.014,Mine,0.716,133995,0.805,True,https://i.scdn.co/image/b625a050e7146e04216d1a632397a15e020996e6,3.1e-06,4,0.291,-3.839,1,24,0.0856,142.886,4,0.719
41,Too Good At Goodbyes,Sam Smith,3562193,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2018-01-19,2018-01-26,0.652,The Thrill Of It All (Special Edition),0.698,201000,0.375,False,https://i.scdn.co/image/518bbac98f1967daeee2c5ecb9f957f4fd415dbc,0.0,5,0.173,-8.279,1,83,0.0491,91.92,4,0.534
42,This Is Me,Keala Settle,3550419,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U,2018-01-19,2018-01-26,0.00583,This Is Me,0.284,234707,0.704,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.000115,2,0.0424,-7.276,1,70,0.186,191.702,4,0.1
43,New Rules,Dua Lipa,3545665,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,2018-01-19,2018-01-26,0.00261,Dua Lipa (Deluxe),0.762,209320,0.7,False,https://i.scdn.co/image/c636ec3570b43a2814717b59347324025b141552,1.56e-05,9,0.153,-6.021,0,85,0.0694,116.073,4,0.608
44,1-800-273-8255,Logic,3470572,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,2018-01-19,2018-01-26,0.57,Everybody,0.62,250173,0.574,True,https://i.scdn.co/image/3df14cbaac20470a0b8523420eeae52e6849960f,0.0,5,0.19,-7.788,0,82,0.0479,100.021,4,0.352
45,Roll In Peace (feat. XXXTENTACION),Kodak Black,3462219,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI,2018-01-19,2018-01-26,0.0306,Project Baby 2,0.747,213132,0.524,True,https://i.scdn.co/image/3d461dd2722e109db7e55b69ab8cd6fbfd6041b0,0.0,10,0.2,-6.807,0,81,0.245,140.053,4,0.363
46,Bodak Yellow,Cardi B,3407933,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM,2018-01-19,2018-01-26,0.0672,Bodak Yellow,0.929,223962,0.723,True,https://i.scdn.co/image/c6f9f7b2e71ae63388ec99bcc658eb173ed97bcc,0.0,11,0.346,-5.792,0,73,0.109,125.022,4,0.458
47,KEKE,6ix9ine,3361621,https://open.spotify.com/track/0zl3PdjIl320fK0pxBGWNR,2018-01-19,2018-01-26,0.0363,KEKE,0.597,151915,0.857,True,https://i.scdn.co/image/e702018d643b92d2f4302347e49ea9ddc54f2e9d,0.0,2,0.407,-5.759,1,61,0.28,187.964,4,0.493
48,Tell Me You Love Me,Demi Lovato,3286326,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj,2018-01-19,2018-01-26,0.0247,Tell Me You Love Me,0.516,236987,0.592,False,https://i.scdn.co/image/cb5af8e3c961e6ed13e18601410ee1f42a5c2e9e,0.0,3,0.181,-5.465,0,16,0.0566,82.05,4,0.271
49,Wanted You (feat. Lil Uzi Vert),NAV,3242874,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1,2018-01-19,2018-01-26,0.168,Wanted You (feat. Lil Uzi Vert),0.793,228080,0.718,True,https://i.scdn.co/image/c4d1617d666f928a05eade9a660a97755f2a4b8d,0.0,9,0.241,-4.966,0,75,0.0547,146.885,4,0.649
50,Location,Khalid,3236297,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2018-01-19,2018-01-26,0.33,American Teen,0.736,219080,0.449,False,https://i.scdn.co/image/3f2cc8df9f891830695c00446ce86bd892e60886,0.000162,1,0.0898,-11.462,0,83,0.425,80.126,4,0.326
51,End Game,Taylor Swift,3217448,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX,2018-01-19,2018-01-26,0.00845,reputation,0.649,244827,0.589,False,https://i.scdn.co/image/790a5152a158b8088b7e7fd5730c450d07c3fc49,0.0,2,0.108,-6.237,1,75,0.0558,159.073,4,0.151
52,goosebumps,Travis Scott,3125168,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2018-01-19,2018-01-26,0.0847,Birds In The Trap Sing McKnight,0.841,243837,0.728,True,https://i.scdn.co/image/ea447323073c2208e8cf64b0fc3250cc37c71c6c,0.0,7,0.149,-3.37,1,84,0.0484,130.049,4,0.43
53,Silence,Marshmello,3078601,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2018-01-19,2018-01-26,0.256,Silence,0.52,180823,0.761,False,https://i.scdn.co/image/575096dbcc1e23cca60ec973168fa4cc16a4c4de,4.96e-06,4,0.17,-3.093,1,84,0.0853,141.971,4,0.286
54,Thunder,Imagine Dragons,3056588,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,2018-01-19,2018-01-26,0.00683,Evolve,0.6,187147,0.81,False,https://i.scdn.co/image/37ffb5905818e873b3b7905274669b8a5d277810,0.21,0,0.155,-4.749,1,30,0.0479,167.88,4,0.298
55,My My My!,Troye Sivan,3004797,https://open.spotify.com/track/2Tq2R8sRftNEqdgJK5HadO,2018-01-19,2018-01-26,0.00433,My My My!,0.699,204727,0.479,False,https://i.scdn.co/image/640f0bff07940a50ff549567300c114622b85d31,9.58e-05,1,0.0435,-7.83,1,19,0.0919,102.959,4,0.462
56,Jocelyn Flores,XXXTENTACION,2933632,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2018-01-19,2018-01-26,0.469,17,0.872,119133,0.391,True,https://i.scdn.co/image/46bc351f18dbb3dddcf451fa962737c3a2aff0ff,4.13e-06,0,0.297,-9.144,0,89,0.242,134.021,4,0.437
57,BUTTERFLY EFFECT,Travis Scott,2908160,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX,2018-01-19,2018-01-26,0.0714,BUTTERFLY EFFECT,0.763,190678,0.598,False,https://i.scdn.co/image/b64598a5480c6a0bf81e36694437ef8e188509bf,0.0,11,0.112,-6.865,1,32,0.0539,140.987,4,0.182
58,Wait,Maroon 5,2879045,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59,2018-01-19,2018-01-26,0.0889,Red Pill Blues (Deluxe),0.659,190643,0.604,False,https://i.scdn.co/image/abb3bc8412c67d8d303cbd49a6c4031b0a43e9f2,0.0,8,0.105,-5.084,1,20,0.0542,126.135,4,0.407
59,Unforgettable,French Montana,2861309,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,2018-01-19,2018-01-26,0.0293,Jungle Rules,0.726,233902,0.769,True,https://i.scdn.co/image/c1c6a9a2ac434944f64adf3c7f197460791c872a,0.0101,6,0.104,-5.043,1,84,0.123,97.985,4,0.733
60,Bad At Love,Halsey,2838481,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl,2018-01-19,2018-01-26,0.0604,hopeless fountain kingdom (Deluxe),0.675,181279,0.751,False,https://i.scdn.co/image/9373fab2538eefd183cdd8ae086726b7ddeee001,0.0,0,0.0893,-3.539,1,80,0.0296,118.384,4,0.612
61,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2837007,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc,2018-01-19,2018-01-26,0.617,Luv Is Rage 2,0.703,221747,0.757,True,https://i.scdn.co/image/ead73f726959b82d78c41d28ca41edfef92b1c87,0.0,1,0.106,-3.612,1,79,0.05,82.008,4,0.696
62,Fuck Love (feat. Trippie Redd),XXXTENTACION,2814550,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,2018-01-19,2018-01-26,0.0172,17,0.797,146520,0.533,True,https://i.scdn.co/image/46bc351f18dbb3dddcf451fa962737c3a2aff0ff,0.000152,0,0.103,-9.74,0,87,0.0412,131.036,4,0.329
63,Real Friends,Camila Cabello,2772548,https://open.spotify.com/track/3iq9nhbI8fcnNamxMft1uv,2018-01-19,2018-01-26,0.839,Camila,0.726,214387,0.304,False,https://i.scdn.co/image/ac7215afbceb58c8a7f3713eaf9d00ff3d959779,0.0,3,0.0853,-8.677,1,68,0.131,91.97,4,0.813
64,Red Roses (feat. Landon Cube),Lil Skies,2743080,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY,2018-01-19,2018-01-26,0.547,Life of a Dark Rose,0.691,262544,0.683,True,https://i.scdn.co/image/e5eea949b07222706328ba45f8fa495e0cac94ef,0.0,0,0.221,-7.335,1,79,0.0954,140.002,4,0.456
65,Sorry Not Sorry,Demi Lovato,2726019,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P,2018-01-19,2018-01-26,0.0214,Tell Me You Love Me (Deluxe),0.704,203760,0.633,True,https://i.scdn.co/image/956c651238259ff5b480d30908fc778f4c5ed859,0.0,11,0.29,-6.923,0,24,0.241,144.021,4,0.863
66,Slippery (feat. Gucci Mane),Migos,2630711,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE,2018-01-19,2018-01-26,0.307,Culture,0.92,304041,0.674,True,https://i.scdn.co/image/4047ff295bb33fc7b24cac467764e014b4803e11,0.0,1,0.104,-5.662,0,78,0.264,141.967,4,0.741
67,What Lovers Do (feat. SZA),Maroon 5,2621769,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k,2018-01-19,2018-01-26,0.0786,Red Pill Blues (Deluxe),0.795,199849,0.615,False,https://i.scdn.co/image/abb3bc8412c67d8d303cbd49a6c4031b0a43e9f2,2.98e-06,5,0.0855,-5.211,0,30,0.0671,110.009,4,0.393
68,Rubbin Off The Paint,YBN Nahmir,2533239,https://open.spotify.com/track/0taOCiup4HNG9LmbduVlJj,2018-01-19,2018-01-26,0.000662,Rubbin Off The Paint,0.721,156057,0.711,True,https://i.scdn.co/image/439cd356f728e92969aa3828086f2eb2e1eac943,0.0,7,0.347,-9.294,1,10,0.293,107.998,5,0.511
69,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2517609,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI,2018-01-19,2018-01-26,0.501,The Bigger Artist,0.839,209269,0.81,True,https://i.scdn.co/image/8f38421a8468c17f5fccb0373ab9a3c71e35ef4a,0.0,5,0.117,-5.274,0,79,0.0568,129.014,4,0.814
70,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,2450720,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,2018-01-19,2018-01-26,0.779,Perfect Duet (Ed Sheeran & Beyoncé),0.587,259550,0.299,False,https://i.scdn.co/image/5659184967911d3d40656aabbbb08311ea366e9f,0.0,8,0.123,-7.365,1,83,0.0263,94.992,3,0.356
71,Filthy,Justin Timberlake,2448004,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL,2018-01-19,2018-01-26,0.0354,Filthy,0.745,293947,0.579,False,https://i.scdn.co/image/44f5f3de056abb2dc2b6364a0a6752933838bebd,0.0118,1,0.246,-5.771,1,57,0.138,97.002,4,0.645
72,I Miss You (feat. Julia Michaels),Clean Bandit,2439132,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL,2018-01-19,2018-01-26,0.245,I Miss You (feat. Julia Michaels),0.638,205748,0.658,False,https://i.scdn.co/image/3480de7a056d9b2dc425666d7f935bfc77e65b66,3.77e-06,3,0.0919,-6.318,1,64,0.0456,105.076,4,0.33
73,Shape of You,Ed Sheeran,2417657,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2018-01-19,2018-01-26,0.581,÷ (Deluxe),0.825,233713,0.652,False,https://i.scdn.co/image/487bf17160e944c29ea63192a2655c0b808aee8f,0.0,1,0.0931,-3.183,0,86,0.0802,95.977,4,0.931
74,DNA.,Kendrick Lamar,2413832,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,2018-01-19,2018-01-26,0.00454,DAMN.,0.638,185947,0.523,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,0.0,1,0.0842,-6.664,1,81,0.357,139.913,4,0.422
75,Ice Tray,Quality Control,2386639,https://open.spotify.com/track/3wdfLVUhmX64lIyWIIEW8s,2018-01-19,2018-01-26,0.0247,Quality Control: Control The Streets Volume 1,0.889,213613,0.494,True,https://i.scdn.co/image/2a037baaf2b2fe67f354d32c667efb9e1610252b,0.0,8,0.12,-5.578,0,73,0.139,129.968,4,0.24
76,i Shyne,Carnage,2380130,https://open.spotify.com/track/0AcHbiMs86CCgprvc7E1gs,2018-01-19,2018-01-26,0.175,i Shyne,0.776,153351,0.732,True,https://i.scdn.co/image/1221c92ff973e35270ae36d7ec6bd5783a4190f5,0.0,8,0.364,-3.719,1,57,0.081,144.076,4,0.383
77,Saint,Huncho Jack,2349873,https://open.spotify.com/track/7foypmc7KZyU716Yv63BPe,2018-01-19,2018-01-26,0.00823,"Huncho Jack, Jack Huncho",0.857,140793,0.642,True,https://i.scdn.co/image/7f7752d5f3b82c988cd7ad0a57bf413fc9f46d15,0.0,0,0.106,-3.656,1,72,0.0588,150.06,4,0.0658
78,The Greatest Show,Hugh Jackman,2346358,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM,2018-01-19,2018-01-26,0.000239,The Greatest Show,0.417,302147,0.824,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.0545,11,0.0725,-7.36,0,64,0.105,157.92,4,0.4
79,GUMMO,6ix9ine,2321459,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1,2018-01-19,2018-01-26,0.0485,GUMMO,0.689,157643,0.761,True,https://i.scdn.co/image/51099fe857fc418e326faeb4b1966e17732f7962,0.0,1,0.136,-4.939,1,63,0.13,78.514,4,0.698
80,Go Flex,Post Malone,2304879,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,2018-01-19,2018-01-26,0.228,Stoney (Deluxe),0.665,179613,0.498,True,https://i.scdn.co/image/642a2144f2355ff17a0e0b9bb60e5013bafb59d9,0.0,5,0.0757,-8.185,1,81,0.0831,81.967,4,0.127
81,Ghostface Killers,21 Savage,2249597,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub,2018-01-19,2018-01-26,0.331,Without Warning,0.782,268933,0.436,True,https://i.scdn.co/image/6f99ad07ebbfdc7667c6c18567349179c7200d76,1.3e-05,2,0.342,-7.033,1,75,0.155,82.994,4,0.243
82,Believer,Imagine Dragons,2240847,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,2018-01-19,2018-01-26,0.0524,Evolve,0.779,204347,0.787,False,https://i.scdn.co/image/37ffb5905818e873b3b7905274669b8a5d277810,0.0,10,0.14,-4.305,0,26,0.108,124.982,4,0.708
83,Never Enough,Loren Allred,2194774,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J,2018-01-19,2018-01-26,0.423,The Greatest Showman (Original Motion Picture Soundtrack),0.277,207787,0.394,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.0,8,0.0952,-8.903,1,81,0.0336,86.777,3,0.227
84,Feel It Still,Portugal. The Man,2163257,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,2018-01-19,2018-01-26,0.0417,Woodstock,0.801,163253,0.795,False,https://i.scdn.co/image/5c9f8f14babcfc3f831fa9fe2f8cda424a61f45a,0.000113,1,0.0717,-5.115,0,82,0.0504,79.028,4,0.754
85,New Freezer (feat. Kendrick Lamar),Rich The Kid,2141391,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA,2018-01-19,2018-01-26,0.0424,New Freezer (feat. Kendrick Lamar),0.888,193173,0.664,True,https://i.scdn.co/image/c05a6f8c18e8f77f881c07c236f60bb81306f89d,0.0,0,0.0734,-10.13,1,9,0.341,140.012,4,0.53
86,A Million Dreams,Ziv Zaifman,2137680,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z,2018-01-19,2018-01-26,0.243,The Greatest Showman (Original Motion Picture Soundtrack),0.265,269453,0.312,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.0,7,0.0893,-11.689,1,81,0.0569,54.747,3,0.0998
87,Échame La Culpa,Luis Fonsi,2087060,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,2018-01-19,2018-01-26,0.0322,Échame La Culpa,0.724,173720,0.895,False,https://i.scdn.co/image/df806f7b53e0d4404c9b057347f2f9c2dacf6929,0.0,7,0.097,-3.617,1,32,0.0411,96.022,4,0.64
88,Spotlight,Marshmello,2077609,https://open.spotify.com/track/6VrCmhRBFnuGKmtNfk4jDs,2018-01-19,2018-01-26,0.0145,Spotlight,0.546,177600,0.822,False,https://i.scdn.co/image/55ba5e2f42557e1f8908ad1a8f5b9cc9fefa91ad,0.0,7,0.742,-4.483,1,77,0.151,150.06,4,0.615
89,Redbone,Childish Gambino,2077538,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,2018-01-19,2018-01-26,0.172,"""Awaken, My Love!""",0.745,326933,0.356,True,https://i.scdn.co/image/7fc3038cd640421f0b9f943a3854075227dc9b35,0.00943,1,0.123,-10.425,1,81,0.0941,160.033,4,0.607
90,Marry Me,Thomas Rhett,2074747,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc,2018-01-19,2018-01-26,0.113,Life Changes,0.588,205453,0.408,False,https://i.scdn.co/image/91302a72b1f5e845c4ad878cbbc0a22062d72441,0.0,3,0.13,-8.662,1,76,0.0237,85.008,4,0.484
91,Rake It Up,Yo Gotti,2044080,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY,2018-01-19,2018-01-26,0.022,I Still Am,0.91,276333,0.444,True,https://i.scdn.co/image/ec9ae3373c0d9f0eb847e7306ea1b9e77eaef594,0.0,1,0.137,-8.126,0,73,0.344,149.953,4,0.53
92,The Other Side,Hugh Jackman,2031305,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr,2018-01-19,2018-01-26,0.00433,The Greatest Showman (Original Motion Picture Soundtrack),0.638,214373,0.795,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.00139,0,0.153,-8.45,1,79,0.302,153.99,4,0.31
93,Love Galore (feat. Travis Scott),SZA,2024886,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs,2018-01-19,2018-01-26,0.111,Ctrl,0.795,275080,0.594,True,https://i.scdn.co/image/858107cdf591e0257617a751f331f7bc1debcfca,0.0,0,0.162,-6.2,1,78,0.0747,135.002,4,0.409
94,Passionfruit,Drake,2022575,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,2018-01-19,2018-01-26,0.256,More Life,0.809,298941,0.463,True,https://i.scdn.co/image/8f5f72b3aadb8829d740137fd4a217853cdf82b7,0.085,11,0.109,-11.377,1,24,0.0396,111.98,4,0.364
95,How Long,Charlie Puth,2001595,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi,2018-01-19,2018-01-26,0.189,How Long,0.849,198237,0.581,False,https://i.scdn.co/image/7cb8c76a426fe98cb1dc688e72139c20db0e29dd,3.61e-06,1,0.0805,-5.243,0,26,0.0767,110.008,4,0.779
96,Magnolia,Playboi Carti,1988822,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl,2018-01-19,2018-01-26,0.0113,Playboi Carti,0.791,181812,0.581,True,https://i.scdn.co/image/e5b4319de870de7b1c6837de4725cea1a98b90ec,0.0,11,0.35,-7.323,0,76,0.286,162.99,4,0.438
97,Losin Control,Russ,1984330,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d,2018-01-19,2018-01-26,0.515,There's Really A Wolf,0.759,237507,0.245,True,https://i.scdn.co/image/7f5511ed5fd0c3d02ae19655a26a9b3ee6937f5b,0.000154,6,0.102,-6.545,1,78,0.138,96.992,4,0.209
98,Mask Off,Future,1977911,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx,2018-01-19,2018-01-26,0.0102,FUTURE,0.833,204600,0.434,True,https://i.scdn.co/image/6b311ec6e3d6999a14e7d1ea8841d00226c292c6,0.0219,2,0.165,-8.795,1,81,0.431,150.062,4,0.281
99,White Iverson,Post Malone,1976456,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,2018-01-19,2018-01-26,0.233,Stoney (Deluxe),0.675,256533,0.562,True,https://i.scdn.co/image/642a2144f2355ff17a0e0b9bb60e5013bafb59d9,0.0,7,0.0816,-7.678,1,80,0.0352,130.098,4,0.309
100,Designer,Lil Pump,1975069,https://open.spotify.com/track/1LXbv9jiTtdBdHadZ317Gt,2018-01-19,2018-01-26,0.205,Designer,0.864,144560,0.484,True,https://i.scdn.co/image/ba9bc87762eb190ef7875ff24c9a84be93f1d572,0.0,6,0.248,-9.159,0,66,0.344,160.052,4,0.534
101,Relationship (feat. Future),Young Thug,1945076,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg,2018-01-19,2018-01-26,0.00252,Beautiful Thugger Girls,0.842,215307,0.597,True,https://i.scdn.co/image/3d680debfbef703f9c16d30ab6d22c235eb74fa6,0.0,2,0.124,-6.336,1,75,0.0627,145.992,4,0.298
102,Supplies,Justin Timberlake,1933363,https://open.spotify.com/track/4Z6YruMINNspGet1gQyYlK,2018-01-19,2018-01-26,0.00695,Supplies,0.793,225600,0.554,False,https://i.scdn.co/image/5b3ed8e15645f1a587ae12e5b1b8e61be4c9bffc,0.0,11,0.127,-6.624,0,50,0.0451,119.993,4,0.225
103,The Weekend - Funk Wav Remix,SZA,1928280,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt,2018-01-19,2018-01-26,0.495,The Weekend (Funk Wav Remix),0.775,171806,0.573,False,https://i.scdn.co/image/ff66d428466bb47f87d86264bd35b83538d389c2,0.0,11,0.126,-4.933,1,75,0.0585,101.925,4,0.667
104,Sensualidad,Bad Bunny,1918966,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2018-01-19,2018-01-26,0.423,Sensualidad,0.807,297485,0.681,False,https://i.scdn.co/image/2d310d7af249b0938ff92a002dd3133cdd50f757,0.0,11,0.0962,-6.268,1,78,0.0983,140.006,4,0.676
105,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,1896128,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD,2018-01-19,2018-01-26,0.15,Dark Knight Dummo (Feat. Travis Scott),0.379,256163,0.824,True,https://i.scdn.co/image/90c12589064ff31bec49147d91ca0c28f6ef8567,0.0,8,0.138,-2.881,0,75,0.0975,121.056,4,0.226
106,Attention,Charlie Puth,1886623,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,2018-01-19,2018-01-26,0.0969,Attention,0.774,211475,0.626,False,https://i.scdn.co/image/b5ab3ac1e2ae84b25a44c477fc7d3f28a5715ea6,3.12e-05,3,0.0848,-4.432,0,30,0.0432,100.041,4,0.777
107,It's A Vibe,2 Chainz,1883627,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6,2018-01-19,2018-01-26,0.0317,Pretty Girls Like Trap Music,0.822,210200,0.505,True,https://i.scdn.co/image/19c7c77d62f91b42d479042285aeffa49f5b5037,0.000911,7,0.114,-7.384,1,76,0.147,73.003,4,0.523
108,Bad and Boujee (feat. Lil Uzi Vert),Migos,1871870,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,2018-01-19,2018-01-26,0.061,Culture,0.927,343150,0.665,True,https://i.scdn.co/image/4047ff295bb33fc7b24cac467764e014b4803e11,0.0,11,0.123,-5.313,1,77,0.244,127.076,4,0.175
109,Tip Toe (feat. French Montana),Jason Derulo,1858535,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6,2018-01-19,2018-01-26,0.0233,Tip Toe (feat. French Montana),0.845,187521,0.709,False,https://i.scdn.co/image/683c33bc586cbc6b91e95c4f08f49e17f969f9e9,0.0,10,0.094,-4.547,0,76,0.0714,98.062,4,0.62
110,Say You Won't Let Go,James Arthur,1847593,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2018-01-19,2018-01-26,0.695,Back from the Edge,0.358,211467,0.557,False,https://i.scdn.co/image/c8637be962e25fe28fc53d9f6d6896b60589aeff,0.0,10,0.0902,-7.398,1,83,0.059,85.043,4,0.494
111,What Ifs,Kane Brown,1811979,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W,2018-01-19,2018-01-26,0.00898,Kane Brown,0.612,188253,0.799,False,https://i.scdn.co/image/cd3bf63e9739f644d41c19bffeaee4feeb0e3c4a,0.0,10,0.172,-4.603,1,77,0.0275,125.976,4,0.687
112,Transportin',Kodak Black,1810801,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn,2018-01-19,2018-01-26,0.0319,Project Baby 2,0.804,169345,0.66,True,https://i.scdn.co/image/3d461dd2722e109db7e55b69ab8cd6fbfd6041b0,0.0,10,0.103,-4.86,0,74,0.0726,94.053,4,0.257
113,Capital Letters,Hailee Steinfeld,1809051,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO,2018-01-19,2018-01-26,0.0342,"Capital Letters [From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""]",0.672,219387,0.82,False,https://i.scdn.co/image/d0b5256179daca2bdb1f5045737b4aec144ddf5a,6.67e-06,0,0.0921,-5.473,1,24,0.0767,100.069,4,0.463
114,Everybody Dies In Their Nightmares,XXXTENTACION,1797447,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,2018-01-19,2018-01-26,0.847,17,0.734,95467,0.57,True,https://i.scdn.co/image/46bc351f18dbb3dddcf451fa962737c3a2aff0ff,2.14e-05,7,0.112,-7.066,0,86,0.133,129.953,4,0.689
115,Sauce It Up,Lil Uzi Vert,1793913,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5,2018-01-19,2018-01-26,0.0715,Luv Is Rage 2,0.813,207039,0.528,True,https://i.scdn.co/image/ead73f726959b82d78c41d28ca41edfef92b1c87,0.0,6,0.125,-6.305,0,74,0.313,79.532,4,0.131
116,Bounce Back,Big Sean,1790624,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,2018-01-19,2018-01-26,0.105,I Decided.,0.77,222360,0.567,True,https://i.scdn.co/image/d2fdf6b4ea3ea023509ec858ceafdbbf20c67611,0.0,2,0.125,-5.698,1,78,0.175,81.477,4,0.26
